Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category,Tags
01/13/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00713556161 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240140865307031',Transportation-Rail Services,ny subway
01/13/2024,KEY FOOD            BROOKLYN            NY,51.23,"004802001187184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240140865130038',Merchandise & Supplies-Groceries,grocery
01/13/2024,KEY FOOD 2182 000002BROOKLYN            NY,13.69,"99999994014 7184539277
KEY FOOD 2182 000002182
BROOKLYN
NY
Description : GROCERY STORES Price : 0.1369
7184539277",KEY FOOD 2182 000002BROOKLYN            NY,245 MALCOLM X BLVD,"BROOKLYN
NY",11233,UNITED STATES,'320240140866320406',Merchandise & Supplies-Groceries,grocery
01/13/2024,MOBILE PAYMENT - THANK YOU,-4000.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320240130831096810',,
01/13/2024,PAYPAL *FANDANGO    8668575191          CA,21.18,"10140384526 8668575191
PAYPAL *FANDANGO
8668575191
CA
Description : CREDIT UNION Price : 0.00
8668575191",PAYPAL *FANDANGO    8668575191          CA,"407 NORTH MAPLE DR
SUITE 300","BEVERLY HILLS
CA",90210,UNITED STATES,'320240140869628308',Entertainment-Theatrical Events,movies
01/12/2024,THE HOME DEPOT      BROOKLYN            NY,34.21,"01120695713 800-654-0688
THE HOME DEPOT
BROOKLYN
NY
800-654-0688",THE HOME DEPOT      BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240130834169277',Merchandise & Supplies-Hardware Supplies,home improvement
01/11/2024,GglPay PREMIER FOOD BROOKLYN            NY,7.98,"99999994012 7184452431
GglPay PREMIER FOOD FRESH MARKET 000000001
BROOKLYN
NY
Description : GROCERY STORES Price : 0.0798
7184452431",GglPay PREMIER FOOD BROOKLYN            NY,1165 BROADWAY,"BROOKLYN
NY",11221-7485,UNITED STATES,'320240120817432228',Merchandise & Supplies-Groceries,grocery
01/11/2024,GglPay USPS PO 35080BROOKLYN            NY,28.75,"01116100435 8282621171
GglPay USPS PO 3508040310 001356467
BROOKLYN
NY
Description : POST SVCS GO Price : 0.2875
8282621171",GglPay USPS PO 35080BROOKLYN            NY,1369 BROADWAY,"BROOKLYN
NY",11221,UNITED STATES,'320240120823113055',Business Services-Mailing & Shipping,mail
01/10/2024,KEY FOOD            BROOKLYN            NY,19.47,"00470200092 7184539277
KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.1947
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240110793467569',Merchandise & Supplies-Groceries,grocery
01/08/2024,KEY FOOD            BROOKLYN            NY,68.80,"00520300136 7184539277
KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.688
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240090746286570',Merchandise & Supplies-Groceries,grocery
01/08/2024,THE HOME DEPOT      BROOKLYN            NY,29.01,"01080695727 800-654-0688
THE HOME DEPOT
BROOKLYN
NY
800-654-0688",THE HOME DEPOT      BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240090738250904',Merchandise & Supplies-Hardware Supplies,home improvement
01/07/2024,THE HOME DEPOT 6957 BROOKLYN            NY,523.61,"69572024-01 HOME SUPPLY WAREHOUSE
THE HOME DEPOT 6957
BROOKLYN
NY
HOME SUPPLY WAREHOUSE",THE HOME DEPOT 6957 BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240080720624717',Merchandise & Supplies-Hardware Supplies,home improvement
01/06/2024,KEY FOOD            BROOKLYN            NY,48.86,"00570400155 7184539277
KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.4886
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240070703576885',Merchandise & Supplies-Groceries,grocery
01/05/2024,KEY FOOD            BROOKLYN            NY,59.79,"005704000147184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240060683154511',Merchandise & Supplies-Groceries,grocery
01/03/2024,GglPay MALCOLM X CONBROOKLYN            NY,83.19,"85183534004917-378-8990
GglPay MALCOLM X CONVENIENCE
BROOKLYN
NY
917-378-8990",GglPay MALCOLM X CONBROOKLYN            NY,199 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240040643339041',Merchandise & Supplies-Groceries,head shop
01/03/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00711867993 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240040630843746',Transportation-Rail Services,ny subway
01/03/2024,GglPay NYCT PAYGO   NEW YORK            NY,8.25,"00711883981 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240040630844068',Transportation-Rail Services,ny subway
01/03/2024,KEY FOOD            BROOKLYN            NY,33.93,"00520200037 7184539277
KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.3393
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240040634070773',Merchandise & Supplies-Groceries,grocery
01/02/2024,DELTA AIR LINES,253.10,"18002211212
PASSENGER TICKET
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : MONCADA/AUNER RAMON
Ticket Number : 00621999423415
Departure Day : 01/03
Additional Info : PASSENGER TICKET
From : ATLANTA HARTSFIELD
To : N.Y. J F KENNEDY I
Class : U",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320240020589226453',Travel-Airline,travel
01/02/2024,VERIZONRECURRING PAY800-VERIZON         FL,59.99,"281056631151572994090001    32746
VERIZONRECURRING PAY
800-VERIZON
FL
1572994090001    32746",VERIZONRECURRING PAY800-VERIZON         FL,"600 HIDDEN RDG HQE04N40
PO BOX 152092","IRVING
TX",75015,UNITED STATES,'320240020582934442',Communications-Telephone Comm,internet
01/01/2024,SHELL SERVICE STATIOMARIETTA            GA,12.76,"00000008772 7704281222
SHELL SERVICE STATION 21685220490
MARIETTA
GA
7704281222",SHELL SERVICE STATIOMARIETTA            GA,"ATTN TEXACO CHARGEBACKS
12700 NORTHBOROUGH","HOUSTON
TX",77067,UNITED STATES,'320240020586431985',Transportation-Fuel,gas
12/31/2023,DELTA AIR LINES,1384.40,"18002211212
PASSENGER TICKET
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : MONCADA/AUNER RAMON
Ticket Number : 00621989777780
Departure Day : 02/07
Additional Info : PASSENGER TICKET
From : N.Y. J F KENNEDY I
To : SANTIAGO COMODORO
Class : Q
From : SANTIAGO COMODORO
To : RIO DE JANEIRO INT
Class : Q
From : RIO DE JANEIRO INT
To : N.Y. J F KENNEDY I
Class : Q",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320233650549207806',Travel-Airline,travel
12/31/2023,PAYPAL *FANDANGO    8668575191          CA,10.90,"10139367258 8668575191
PAYPAL *FANDANGO
8668575191
CA
Description : CREDIT UNION Price : 0.00
8668575191",PAYPAL *FANDANGO    8668575191          CA,"407 NORTH MAPLE DR
SUITE 300","BEVERLY HILLS
CA",90210,UNITED STATES,'320240010567387652',Entertainment-Theatrical Events,movies
12/30/2023,Con Edison Bill Paym(866)405-1924       NY,41.17,"48503272193 UTILITIES
Con Edison Bill Payment
(866)405-1924
NY
UTILITIES",Con Edison Bill Paym(866)405-1924       NY,"4 IRVING PLACE 2ND
FLOOR","NEW YORK
NY",10003,UNITED STATES,'320233650539057426',Other-Utilities,electric
